apdl_elem_id,offset_elem_id,offset_node_id,master_node,slave_node,source_semantics,system,assembly_name,reason
2023041,2023040,2009625,2009563,24571,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023043,2023042,2009626,2009564,25299,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023045,2023044,2009627,2009588,25884,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023047,2023046,2009628,2009589,26279,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023049,2023048,2009629,2009590,26674,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023051,2023050,2009630,2009591,27069,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023053,2023052,2009631,2009592,27464,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023055,2023054,2009632,2009593,27859,UXYZ,gate,CW2_GATE_41,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023056,,,2009634,2009691,ALL,gate,CW2_GATE_42,left_post 下端焊接中心线偏置：平动+转动
2023057,,,2009673,2009692,ALL,gate,CW2_GATE_42,left_post 上端焊接中心线偏置：平动+转动
2023058,,,2009651,2009694,ALL,gate,CW2_GATE_42,right_post 下端焊接中心线偏置：平动+转动
2023059,,,2009680,2009695,ALL,gate,CW2_GATE_42,right_post 上端焊接中心线偏置：平动+转动
2023061,2023060,2009697,2009635,14386,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023063,2023062,2009698,2009636,15114,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023065,2023064,2009699,2009637,15842,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023067,2023066,2009700,2009638,16570,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023069,2023068,2009701,2009639,17298,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023071,2023070,2009702,2009640,18026,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023073,2023072,2009703,2009641,18754,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023075,2023074,2009704,2009642,19482,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023077,2023076,2009705,2009643,20210,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023079,2023078,2009706,2009644,20938,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023081,2023080,2009707,2009645,21666,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023083,2023082,2009708,2009646,22394,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023085,2023084,2009709,2009647,23122,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023087,2023086,2009710,2009648,23850,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023089,2023088,2009711,2009649,24578,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023091,2023090,2009712,2009650,25306,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023093,2023092,2009713,2009674,25889,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023095,2023094,2009714,2009675,26284,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023097,2023096,2009715,2009676,26679,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023099,2023098,2009716,2009677,27074,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023101,2023100,2009717,2009678,27469,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023103,2023102,2009718,2009679,27864,UXYZ,gate,CW2_GATE_42,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023104,,,2009720,2009777,ALL,gate,CW2_GATE_43,left_post 下端焊接中心线偏置：平动+转动
2023105,,,2009759,2009778,ALL,gate,CW2_GATE_43,left_post 上端焊接中心线偏置：平动+转动
2023106,,,2009737,2009780,ALL,gate,CW2_GATE_43,right_post 下端焊接中心线偏置：平动+转动
2023107,,,2009766,2009781,ALL,gate,CW2_GATE_43,right_post 上端焊接中心线偏置：平动+转动
2023109,2023108,2009783,2009721,14393,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023111,2023110,2009784,2009722,15121,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023113,2023112,2009785,2009723,15849,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023115,2023114,2009786,2009724,16577,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023117,2023116,2009787,2009725,17305,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023119,2023118,2009788,2009726,18033,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023121,2023120,2009789,2009727,18761,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023123,2023122,2009790,2009728,19489,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023125,2023124,2009791,2009729,20217,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023127,2023126,2009792,2009730,20945,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023129,2023128,2009793,2009731,21673,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023131,2023130,2009794,2009732,22401,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023133,2023132,2009795,2009733,23129,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023135,2023134,2009796,2009734,23857,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023137,2023136,2009797,2009735,24585,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023139,2023138,2009798,2009736,25313,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023141,2023140,2009799,2009760,25894,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023143,2023142,2009800,2009761,26289,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023145,2023144,2009801,2009762,26684,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023147,2023146,2009802,2009763,27079,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023149,2023148,2009803,2009764,27474,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023151,2023150,2009804,2009765,27869,UXYZ,gate,CW2_GATE_43,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023152,,,2009806,2009863,ALL,gate,CW2_GATE_44,left_post 下端焊接中心线偏置：平动+转动
2023153,,,2009845,2009864,ALL,gate,CW2_GATE_44,left_post 上端焊接中心线偏置：平动+转动
2023154,,,2009823,2009866,ALL,gate,CW2_GATE_44,right_post 下端焊接中心线偏置：平动+转动
2023155,,,2009852,2009867,ALL,gate,CW2_GATE_44,right_post 上端焊接中心线偏置：平动+转动
2023157,2023156,2009869,2009807,14400,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023159,2023158,2009870,2009808,15128,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023161,2023160,2009871,2009809,15856,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023163,2023162,2009872,2009810,16584,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023165,2023164,2009873,2009811,17312,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023167,2023166,2009874,2009812,18040,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023169,2023168,2009875,2009813,18768,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023171,2023170,2009876,2009814,19496,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023173,2023172,2009877,2009815,20224,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023175,2023174,2009878,2009816,20952,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023177,2023176,2009879,2009817,21680,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023179,2023178,2009880,2009818,22408,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023181,2023180,2009881,2009819,23136,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023183,2023182,2009882,2009820,23864,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023185,2023184,2009883,2009821,24592,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023187,2023186,2009884,2009822,25320,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023189,2023188,2009885,2009846,25899,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023191,2023190,2009886,2009847,26294,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023193,2023192,2009887,2009848,26689,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023195,2023194,2009888,2009849,27084,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023197,2023196,2009889,2009850,27479,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023199,2023198,2009890,2009851,27874,UXYZ,gate,CW2_GATE_44,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023200,,,2009892,2009949,ALL,gate,CW2_GATE_45,left_post 下端焊接中心线偏置：平动+转动
2023201,,,2009931,2009950,ALL,gate,CW2_GATE_45,left_post 上端焊接中心线偏置：平动+转动
2023202,,,2009909,2009952,ALL,gate,CW2_GATE_45,right_post 下端焊接中心线偏置：平动+转动
2023203,,,2009938,2009953,ALL,gate,CW2_GATE_45,right_post 上端焊接中心线偏置：平动+转动
2023205,2023204,2009955,2009893,14407,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023207,2023206,2009956,2009894,15135,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023209,2023208,2009957,2009895,15863,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023211,2023210,2009958,2009896,16591,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023213,2023212,2009959,2009897,17319,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023215,2023214,2009960,2009898,18047,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023217,2023216,2009961,2009899,18775,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023219,2023218,2009962,2009900,19503,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023221,2023220,2009963,2009901,20231,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023223,2023222,2009964,2009902,20959,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023225,2023224,2009965,2009903,21687,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023227,2023226,2009966,2009904,22415,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023229,2023228,2009967,2009905,23143,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023231,2023230,2009968,2009906,23871,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023233,2023232,2009969,2009907,24599,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023235,2023234,2009970,2009908,25327,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023237,2023236,2009971,2009932,25904,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023239,2023238,2009972,2009933,26299,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023241,2023240,2009973,2009934,26694,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023243,2023242,2009974,2009935,27089,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023245,2023244,2009975,2009936,27484,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023247,2023246,2009976,2009937,27879,UXYZ,gate,CW2_GATE_45,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023248,,,2009978,2010035,ALL,gate,CW2_GATE_46,left_post 下端焊接中心线偏置：平动+转动
2023249,,,2010017,2010036,ALL,gate,CW2_GATE_46,left_post 上端焊接中心线偏置：平动+转动
2023250,,,2009995,2010038,ALL,gate,CW2_GATE_46,right_post 下端焊接中心线偏置：平动+转动
2023251,,,2010024,2010039,ALL,gate,CW2_GATE_46,right_post 上端焊接中心线偏置：平动+转动
2023253,2023252,2010041,2009979,14414,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023255,2023254,2010042,2009980,15142,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023257,2023256,2010043,2009981,15870,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023259,2023258,2010044,2009982,16598,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023261,2023260,2010045,2009983,17326,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023263,2023262,2010046,2009984,18054,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023265,2023264,2010047,2009985,18782,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023267,2023266,2010048,2009986,19510,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023269,2023268,2010049,2009987,20238,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023271,2023270,2010050,2009988,20966,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023273,2023272,2010051,2009989,21694,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023275,2023274,2010052,2009990,22422,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023277,2023276,2010053,2009991,23150,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023279,2023278,2010054,2009992,23878,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023281,2023280,2010055,2009993,24606,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023283,2023282,2010056,2009994,25334,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023285,2023284,2010057,2010018,25909,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023287,2023286,2010058,2010019,26304,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023289,2023288,2010059,2010020,26699,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023291,2023290,2010060,2010021,27094,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023293,2023292,2010061,2010022,27489,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023295,2023294,2010062,2010023,27884,UXYZ,gate,CW2_GATE_46,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023296,,,2010064,2010121,ALL,gate,CW2_GATE_47,left_post 下端焊接中心线偏置：平动+转动
2023297,,,2010103,2010122,ALL,gate,CW2_GATE_47,left_post 上端焊接中心线偏置：平动+转动
2023298,,,2010081,2010124,ALL,gate,CW2_GATE_47,right_post 下端焊接中心线偏置：平动+转动
2023299,,,2010110,2010125,ALL,gate,CW2_GATE_47,right_post 上端焊接中心线偏置：平动+转动
2023301,2023300,2010127,2010065,14421,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023303,2023302,2010128,2010066,15149,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023305,2023304,2010129,2010067,15877,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023307,2023306,2010130,2010068,16605,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023309,2023308,2010131,2010069,17333,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023311,2023310,2010132,2010070,18061,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023313,2023312,2010133,2010071,18789,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023315,2023314,2010134,2010072,19517,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023317,2023316,2010135,2010073,20245,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023319,2023318,2010136,2010074,20973,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023321,2023320,2010137,2010075,21701,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023323,2023322,2010138,2010076,22429,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023325,2023324,2010139,2010077,23157,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023327,2023326,2010140,2010078,23885,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023329,2023328,2010141,2010079,24613,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023331,2023330,2010142,2010080,25341,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
2023333,2023332,2010143,2010104,25914,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_01 原索 slave；保留截面刚体转动
2023335,2023334,2010144,2010105,26309,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_02 原索 slave；保留截面刚体转动
2023337,2023336,2010145,2010106,26704,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_03 原索 slave；保留截面刚体转动
2023339,2023338,2010146,2010107,27099,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_04 原索 slave；保留截面刚体转动
2023341,2023340,2010147,2010108,27494,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_05 原索 slave；保留截面刚体转动
2023343,2023342,2010148,2010109,27889,UXYZ,gate,CW2_GATE_47,梁轴 master -> CW2_GANTRY_PHI54_06 原索 slave；保留截面刚体转动
2023344,,,2010150,2010207,ALL,gate,CW2_GATE_48,left_post 下端焊接中心线偏置：平动+转动
2023345,,,2010189,2010208,ALL,gate,CW2_GATE_48,left_post 上端焊接中心线偏置：平动+转动
2023346,,,2010167,2010210,ALL,gate,CW2_GATE_48,right_post 下端焊接中心线偏置：平动+转动
2023347,,,2010196,2010211,ALL,gate,CW2_GATE_48,right_post 上端焊接中心线偏置：平动+转动
2023349,2023348,2010213,2010151,14428,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_01 原索 slave；保留截面刚体转动
2023351,2023350,2010214,2010152,15156,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_02 原索 slave；保留截面刚体转动
2023353,2023352,2010215,2010153,15884,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_03 原索 slave；保留截面刚体转动
2023355,2023354,2010216,2010154,16612,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_04 原索 slave；保留截面刚体转动
2023357,2023356,2010217,2010155,17340,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_05 原索 slave；保留截面刚体转动
2023359,2023358,2010218,2010156,18068,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_06 原索 slave；保留截面刚体转动
2023361,2023360,2010219,2010157,18796,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_07 原索 slave；保留截面刚体转动
2023363,2023362,2010220,2010158,19524,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_08 原索 slave；保留截面刚体转动
2023365,2023364,2010221,2010159,20252,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_09 原索 slave；保留截面刚体转动
2023367,2023366,2010222,2010160,20980,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_10 原索 slave；保留截面刚体转动
2023369,2023368,2010223,2010161,21708,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_11 原索 slave；保留截面刚体转动
2023371,2023370,2010224,2010162,22436,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_12 原索 slave；保留截面刚体转动
2023373,2023372,2010225,2010163,23164,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_13 原索 slave；保留截面刚体转动
2023375,2023374,2010226,2010164,23892,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_14 原索 slave；保留截面刚体转动
2023377,2023376,2010227,2010165,24620,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_15 原索 slave；保留截面刚体转动
2023379,2023378,2010228,2010166,25348,UXYZ,gate,CW2_GATE_48,梁轴 master -> CW2_BOTTOM_PHI50_16 原索 slave；保留截面刚体转动
